LONG,LAT,Cor_nT
322745.48,1019817.37,30043.2442
322744.71,1019816.77,33042.2088
322744.82,1019816.88,33043.3037
322744.81,1019816.7,33044.4024
322744.82,1019816.7,33045.9731
322744.37,1019816.68,33044.5107
322743.72,1019816.43,33043.631
322743.29,1019815.39,33044.6641
322743.14,1019814.73,33045.9003
322742.66,1019814.24,33046.5854
322742.25,1019813.37,33047.1729
322741.7,1019813.16,33047.6811
322741.45,1019812.3,33048.6
322740.96,1019811.98,33048.3995
322740.26,1019811.43,33048.8215
322739.3,1019811.52,33049.158
322738.83,1019812.02,33049.719
322737.88,1019812.63,33049.9598
322736.99,1019813.15,33050.5963
322736.43,1019813.79,33050.4961
322735.54,1019814.13,33050.5323
322734.49,1019814.3,33050.5341
322733.91,1019814.43,33050.7125
322733.16,1019814.56,33050.5902
322732.17,1019814.65,33050.5889
322731.46,1019815.48,33050.6879
322730.3,1019815.39,33050.505
322729.01,1019815.89,33050.2917
322728.65,1019816.12,33050.1848
322727.93,1019815.6,33050.2833
322727.51,1019815.6,33050.467
322726.67,1019814.76,33050.6407
322726.27,1019815.43,33050.696
322725.85,1019815.57,33050.5442
322726.18,1019816.25,33050.4075
322725.51,1019816.61,33050.6382
322725.09,1019817.24,33051.0161
322723.96,1019816.9,33050.2969
322723.06,1019817.37,33049.7476
322722.57,1019817.2,33049.579
322721.56,1019817.22,33049.2957
322720.65,1019817.33,33049.4841
322719.93,1019817.61,33049.2517
322719.52,1019818.09,33049.4138
322718.83,1019817.97,33049.3341
322717.91,1019818.19,33048.4887
322716.88,1019818.16,33048.9168
322715.82,1019818.08,33049.2613
322714.69,1019818.01,33049.4183
322713.85,1019817.92,33049.7865
322713.02,1019817.78,33050.3206
322712.16,1019818.34,33050.2291
322711.03,1019818.6,33050.1604
322710.25,1019818.47,33049.8938
322709.48,1019818.78,33049.9527
322708.22,1019818.52,33049.7615
322707.93,1019818.76,33049.7927
322707.15,1019818.42,33049.7412
322705.97,1019817.94,33049.3302
322705.4,1019817.97,33049.9869
322704.67,1019817.65,33049.9048
322703.76,1019817.97,33050.2526
322702.94,1019818.16,33050.4806
322702.04,1019818.34,33050.4302
322701.26,1019818.84,33050.6841
322700.37,1019818.26,33050.3676
322699.63,1019817.57,33049.7235
322698.72,1019817.44,33050.1692
322698.04,1019817.69,33050.1897
322697.41,1019816.99,33050.3942
322692.93,1019816.67,33051.2784
322692.29,1019816.81,33051.5309
322691.54,1019816.75,33050.9611
322690.66,1019816.78,33051.2056
322689.77,1019817.19,33051.9031
322688.97,1019817.75,33052.301
322688.19,1019817.87,33052.2049
322687.7,1019818.28,33050.7406
322687.22,1019818.28,33049.5905
322687.17,1019818.45,33049.3996
322686.87,1019818.5,33051.3232
322686.83,1019818.5,33050.442
322686.76,1019818.44,33049.0495
322686.65,1019818.55,33048.1454
322685.91,1019818.72,33048.9176
322685.12,1019818.5,33049.781
322684.14,1019818.36,33049.5609
322683.08,1019818.53,33048.9647
322682.17,1019818.67,33049.2
322681.12,1019818.87,33049.1488
322680.34,1019818.89,33049.5681
322680,1019819.18,33049.8991
322679.63,1019819.55,33049.3937
322674.21,1019819.97,33049.884
322673.41,1019820.32,33049.3777
322672.51,1019820.24,33049.3328
322671.73,1019820.12,33049.685
322670.84,1019820.4,33049.2978
322669.81,1019820.39,33049.464
322669.16,1019820.78,33049.4676
322668.28,1019820.63,33049.0138
322667.65,1019820.91,33049.077
322666.91,1019820.65,33048.9421
322666.12,1019820.42,33048.7117
322665.52,1019820.26,33048.6613
322664.85,1019820.19,33048.4495
322664.55,1019820.37,33048.59
322664.08,1019819.84,33047.8866
322663.73,1019820.08,33048.0123
322662.97,1019820.27,33047.4346
322662.33,1019820.28,33048.4787
322661.47,1019820.53,33048.0735
322660.58,1019820.71,33048.5775
322659.55,1019820.77,33048.779
322658.65,1019820.94,33048.5658
322657.73,1019821,33048.6748
322656.98,1019820.84,33048.362
322656.5,1019821.08,26696.5956
322656,1019821,30557.2296
322655.15,1019821.08,32863.3397
322654.28,1019820.91,33048.159
322653.3,1019820.7,33047.7918
322652.51,1019820.62,33047.8267
322651.64,1019820.71,33048.2006
322650.75,1019820.84,33047.7561
322649.84,1019820.92,33047.542
322649.13,1019820.91,33047.1182
322648.39,1019820.76,33046.8664
322648.06,1019820.9,33046.7278
322648.23,1019820.9,33047.5534
322648.26,1019820.9,33046.3841
322648.21,1019820.88,33046.5705
322648.12,1019820.91,33046.9187
322648.11,1019820.94,33049.2543
322648.15,1019820.93,33049.0676
322648.2,1019821.04,33049.6755
322648.23,1019821.31,33046.8627
322648.25,1019821.31,33046.5111
322648.14,1019821.2,33046.5925
322648.1,1019821.21,33046.7078
322648.06,1019821.13,33046.8918
322648.09,1019821.18,33046.7145
322648.32,1019820.56,33046.8917
322648.31,1019820.6,33046.0892
322648.24,1019820.57,33046.702
322648.27,1019820.56,33046.5349
322595.21,1019838.98,28760.4251
322595.13,1019839,28760.3007
322595.12,1019838.92,28760.371
322595.06,1019838.94,28759.708
322594.42,1019838.97,28759.8932
322593.82,1019838.67,28760.0338
322593.19,1019838.68,28759.6761
322592.34,1019838.28,28760.4378
322591.42,1019837.82,28761.1105
322590.48,1019837.42,28760.4961
322590.04,1019836.48,28760.7406
322586.57,1019831.09,28760.3149
322586.31,1019830.36,28760.4109
322585.88,1019829.75,28760.3593
322585.47,1019829.06,28760.5759
322585.29,1019828.84,28760.6513
322584.73,1019828.32,28760.5316
322584.27,1019827.43,28760.467
322583.7,1019826.71,28760.2508
322582.76,1019826.07,28760.3349
322579.96,1019822.07,28759.8903
322579.67,1019821.06,28760.5315
322579.41,1019820.38,28759.4966
322578.71,1019820.16,28759.3635
322577.9,1019819.79,28758.9081
322577.23,1019819.36,28759.2021
322576.42,1019818.91,28759.3693
322575.67,1019819.05,28759.9321
322574.8,1019818.55,28759.7807
322573.89,1019818.32,28759.5887
322573.02,1019818.44,28759.7576
322569.97,1019817.67,28759.4814
322570.02,1019817.57,28758.9732
322569.79,1019817.38,28759.6822
322568.7,1019817.88,28759.3054
322568.07,1019818.14,28758.9546
322567.31,1019818.22,28759.0525
322566.88,1019818.67,28758.8907
322565.85,1019818.65,28759.2934
322564.98,1019818.52,28758.5055
322564.14,1019818.81,28759.0134
322563.4,1019819.21,28758.8032
322562.72,1019818.91,28758.737
322562.36,1019819.25,28758.5354
322561.26,1019819.17,28758.1191
322560.2,1019819.07,28758.6721
322559.07,1019819.34,28758.7094
322558.22,1019819.45,28758.3789
322557.3,1019819.42,28324.2921
322556.39,1019819.54,27256.2668
322555.43,1019819.54,28758.0639
322554.61,1019819.08,28758.7376
322553.58,1019818.72,28758.9777
322552.58,1019818.72,28758.9629
322551.4,1019818.64,28758.5529
322550.3,1019818.56,28758.4398
322549.19,1019818.53,28759.2
322547.99,1019818.77,28758.9321
322546.79,1019818.7,28759.2015
322545.6,1019818.21,28759.2496
322544.44,1019818.05,28759.1671
322543.06,1019818.37,28759.2089
322541.98,1019818.45,28759.0609
322540.79,1019818.41,25682.5795
322539.61,1019818.26,28396.6602
322538.36,1019818.19,28759.4151
322537.01,1019818.23,28759.2825
322535.9,1019818.57,28758.7844
322534.71,1019818.73,28758.6904
322533.6,1019818.88,28759.4049
322532.33,1019818.89,28758.9593
322531.08,1019818.8,28758.91
322529.81,1019818.84,28760.3725
322528.53,1019818.9,28759.0744
322527.43,1019818.98,28759.4752
322525.87,1019819.01,28759.2228
322524.78,1019819.37,28759.1447
322523.36,1019819.74,28759.1297
322516.13,1019820.3,28760.6681
322514.92,1019820.05,28758.2652
322513.51,1019820.09,28758.2396
322512.36,1019820.27,28757.9075
322511.11,1019820.21,28759.4333
322509.99,1019820.16,28758.002
322508.65,1019820.01,28757.9444
322507.5,1019819.87,28757.6072
322506.28,1019819.68,28757.1953
322505.03,1019819.36,28757.9806
322498.88,1019821.4,33028.6349
322497.93,1019821.53,33029.0348
322496.85,1019821.69,33029.4403
322495.71,1019821.69,33029.4419
322494.69,1019821.46,33029.3304
322492.93,1019821.41,33029.5779
322491.91,1019821.58,33030.0316
322490.98,1019821.75,33030.8541
322490.14,1019821.88,33031.5606
322488.84,1019822.23,33032.491
322487.7,1019822.53,33033.5114
322486.44,1019822.91,33034.5421
322485.4,1019822.86,33035.1892
322484.36,1019822.79,33035.6753
322483.24,1019822.82,33036.0919
322482.25,1019822.54,33035.9748
322481.28,1019822.07,33035.6736
322480.24,1019821.9,33035.5764
322479.22,1019822.26,33035.8123
322478.04,1019822.47,33035.9675
322477.03,1019822.34,33035.8133
322475.88,1019822.41,33035.4959
322474.9,1019822.8,33035.7561
322473.93,1019823.14,33036.1275
322472.66,1019823.2,33036.4859
322471.66,1019823.2,33036.3188
322470.59,1019823.25,33035.9983
322469.67,1019822.41,26678.0175
322469.17,1019821.34,28756.2298
322468.59,1019820.73,28755.3284
322467.79,1019820.1,28755.6941
322467.27,1019819.72,28755.2578
322467.38,1019819.41,28755.388
322466.61,1019818.99,28756.1064
322465.84,1019818.79,28755.5665
322464.96,1019818.63,28754.838
322463.88,1019818.53,28755.1879
322462.95,1019818.62,28755.9713
322461.96,1019818.35,28800.549
322460.84,1019818.22,33019.2014
322460,1019818.42,33024.6961
322459.02,1019818.67,33024.9584
322457.86,1019818.78,33025.2268
322456.76,1019818.7,33024.3154
322455.73,1019818.66,33022.6723
322455.03,1019818.41,33020.9472
322454.62,1019818.65,33020.0961
322454.54,1019818.74,33019.4117
322455.08,1019818.57,33020.2127
322454.97,1019818.47,33020.1108
322454.22,1019818.54,33019.7823
322453.81,1019818.81,33018.4928
322453.66,1019818.54,33017.4266
322453.64,1019818.54,27030.1653
322453.68,1019818.57,28745.3315
322453.7,1019818.59,28754.5526
322453.62,1019818.64,28755.6302
322452.8,1019819.04,29633.4105
322452.07,1019818.88,33015.0358
322451.62,1019819.17,33013.6306
322451.16,1019818.81,33012.0365
322451.03,1019819.19,33011.7519
322450.75,1019819.17,33011.4808
322450.22,1019818.87,33009.7697
322449.51,1019818.98,33008.6046
322448.97,1019818.83,33007.5821
322448.31,1019819.1,33006.411
322447.34,1019818.99,33004.5343
322445.94,1019818.79,33003.5079
322445.31,1019819.17,33002.6556
322444.48,1019819.2,33001.707
322443.59,1019819.13,33000.7744
322442.95,1019819.35,32998.8938
322442.37,1019818.92,32996.8981
322441.76,1019819.51,32995.3116
322440.98,1019819.43,32992.5508
322440.14,1019819.8,32992.5816
322439.26,1019819.68,32993.8933
322438.28,1019819.58,32992.0631
322437.5,1019819.49,32987.537
322436.61,1019819.36,32984.4669
322435.74,1019819.05,32982.2411
322435.01,1019819.46,32981.0827
322434.01,1019819.58,32978.296
322433.13,1019819.79,32972.3547
322432.42,1019820.25,32970.05
322431.35,1019820.32,32965.0373
322430.39,1019820.54,32960.1708
322429.6,1019820.83,32959.9138
322428.68,1019820.63,32959.5298
322427.86,1019820.78,32959.2364
322426.84,1019820.87,32957.662
322425.87,1019820.82,32957.533
322424.81,1019821.28,32962.3788
322423.91,1019821.71,32971.3182
322422.7,1019822.07,32980.6779
322421.88,1019822.07,32989.3026
322420.89,1019822.4,32993.5123
322419.76,1019822.38,32999.2926
322418.95,1019821.87,33002.8798
322417.7,1019821.85,33003.6748
322417,1019821.96,33003.5053
322416.19,1019821.45,33003.8496
322415.27,1019821.16,33007.8771
322415.08,1019821.15,33011.0094
322419.91,1019870,28752.7623
322419.97,1019869.88,28753.2792
322420.19,1019870.11,28753.4821
322420.59,1019870.11,28752.2668
322421.24,1019870.22,28752.6821
322421.98,1019870.03,28752.7972
322422.73,1019869.84,28752.1792
322423.74,1019869.69,28752.357
322424.85,1019869.38,28752.1143
322425.78,1019869.14,28751.9677
322426.72,1019868.89,28752.7426
322427.62,1019868.91,28752.1194
322428.39,1019868.92,28752.6863
322429.34,1019868.86,28752.522
322430.31,1019868.39,28752.0865
322431.07,1019868.04,28751.4878
322431.95,1019867.81,28752.4939
322432.85,1019867.6,28752.535
322433.53,1019867.39,28752.008
322434.35,1019867.41,28752.4614
322435.11,1019867.57,28751.9011
322435.89,1019867.3,28751.7188
322436.41,1019866.49,28751.3332
322436.96,1019866.33,28751.4109
322437.14,1019865.95,28751.4781
322437.16,1019865.91,28751.7369
322437.17,1019865.87,28751.4277
322437.16,1019865.88,28751.2854
322437.16,1019865.88,28750.7453
322437.2,1019865.98,28751.3018
322437.78,1019865.62,28751.1892
322438.34,1019865.09,28751.1399
322439.07,1019864.39,28751.1459
322439.56,1019863.96,28750.9367
322440.01,1019863.43,28751.1526
322440.4,1019862.5,28750.9955
322441.1,1019861.75,28750.3008
322441.47,1019861.6,28750.9739
322442.04,1019861.78,28749.9869
322442.86,1019862.17,28750.2081
322443.72,1019862.76,28750.6778
322444.51,1019862.67,28750.2313
322445.16,1019862.78,28749.9845
322445.14,1019862.29,28750.2801
322445.78,1019862.47,28749.9046
322446.27,1019862.09,26897.5142
322447.13,1019862.37,26855.0788
322447.9,1019862.81,26855.0961
322448.69,1019862.75,26895.6839
322449.19,1019862.07,28750.7144
322449.51,1019861.51,28750.5541
322450.07,1019861.31,28750.2681
322450.57,1019861.14,28750.5741
322450.56,1019861.2,28750.5665
322450.53,1019861.19,28750.6457
322450.67,1019861.11,28751.1536
322450.89,1019860.74,28751.0166
322451.38,1019860.61,28750.217
322451.92,1019860.23,28852.0159
322452.34,1019859.73,30645.7526
322452.92,1019859.53,30644.8899
322453.63,1019859.8,30645.3809
322454.5,1019859.89,30645.5749
322454.95,1019860.05,30645.5361
322455.34,1019860.35,30645.5196
322455.68,1019859.88,30645.2302
322456,1019860.11,30644.5805
322456.2,1019859.8,30644.9225
322457.37,1019859.19,30645.2633
322458.1,1019859.04,30645.0708
322458.97,1019858.95,30645.2614
322459.93,1019858.68,30644.1235
322460.91,1019858.38,30644.77
322461.86,1019858.37,30644.5502
322462.82,1019858.27,30644.5621
322463.52,1019858.12,30644.561
322464.32,1019857.98,30644.2199
322464.91,1019858.11,30644.3228
322465.2,1019858.05,30644.6179
322465.12,1019858.1,30644.3644
322465.21,1019858.14,30645.0444
322465.68,1019858,30644.7121
322466.4,1019858.22,30645.2553
322466.93,1019858.24,30645.5862
322467.73,1019858.19,30644.7561
322467.77,1019858.14,30644.7356
322468.33,1019857.84,30645.2857
322468.5,1019857.75,30644.9216
322469.1,1019857.01,30645.1374
322469.72,1019857.31,30645.4846
322470.68,1019856.99,30645.0125
322471.29,1019856.96,30645.4333
322471.83,1019855.99,30645.3143
322472.2,1019855.28,30645.3543
322472.83,1019854.54,30644.5413
322473.33,1019853.87,30645.3684
322474.16,1019852.96,30645.2867
322474.54,1019852.54,30645.1384
322475.3,1019853.03,30645.3592
322476.15,1019853.21,30644.3402
322476.18,1019853.15,30644.4922
322476.24,1019853.13,30644.8022
322476.28,1019853.05,30644.6605
322475.65,1019852.95,30644.4742
322475.39,1019852.93,30644.3126
322476.12,1019853.61,30644.2753
322476.93,1019854.26,30644.7082
322478,1019854.56,26690.0911
322478.94,1019854.93,28749.5605
322479.82,1019855.69,28749.8403
322480.55,1019856.27,28750.9731
322481.32,1019856.86,28750.4529
322482.24,1019857.44,28750.1593
322483.07,1019858.11,28750.1554
322483.98,1019858.81,28750.5487
322484.98,1019859.06,28750.7207
322486.18,1019859.06,28750.9145
322487.23,1019859.03,28751.0746
322488.51,1019859.2,28751.1688
322489.8,1019859.51,28751.8325
322491.09,1019859.79,28751.5754
322491.88,1019860.43,28751.9949
322492.66,1019861.26,28751.6643
322493.4,1019862.24,28751.2117
322498.55,1019867.13,28751.8015
322499.5,1019867.54,28751.7534
322500.54,1019868.11,28751.769
322501.36,1019868.93,28751.4383
322502.12,1019869.72,28751.8269
322503.01,1019870.58,28752.061
322503.96,1019871.14,28751.5716
322504.77,1019871.91,28752.4045
322505.61,1019872.64,28752.1261
322506.83,1019873.03,28752.4583
322508.21,1019873.09,28752.0911
322509.04,1019873.48,28751.9606
322509.98,1019873.73,28751.9784
322511.04,1019873.94,28752.1319
322512.14,1019874.34,28752.0891
322512.97,1019874.87,28752.384
322513.81,1019875.36,28752.1074
322514.86,1019875.48,28751.6192
322515.94,1019875.25,28751.9846
322517.02,1019874.96,28752.9668
322518.5,1019874.43,28752.8722
322519.38,1019874.05,28752.9385
322520.29,1019873.93,25727.4654
322526.14,1019872.65,30648.3895
322527.34,1019872,30647.9008
322528.52,1019871.58,30647.9509
322529.45,1019871.24,30648.345
322529.76,1019870.94,30648.1912
322530.82,1019870.9,30648.023
322531.43,1019871.26,30648.4635
322531.94,1019870.66,30647.9937
322532.46,1019871.03,30648.5066
322532.84,1019871.53,30648.6734
322533.72,1019871.71,30648.4216
322534.19,1019872.16,30648.6761
322535.08,1019872.54,30649.0497
322536.12,1019872.42,29034.4493
322537.12,1019872.11,26851.9968
322538.13,1019872.23,26858.235
322539.23,1019871.79,26858.06
322540.26,1019871.2,26857.9954
322541.06,1019870.7,26857.8151
322542.16,1019870.44,26858.5441
322543.17,1019869.94,26857.8357
322543.89,1019869.5,26857.8203
322545.17,1019869.31,26858.3793
322545.97,1019869.02,26858.6271
322547.11,1019868.76,26858.4249
322548.02,1019868.48,26857.932
322548.79,1019868.4,26858.9743
322549.64,1019868.61,26858.8155
322555.2,1019868.5,26858.79
322556.23,1019868.27,28609.5051
322557.17,1019868.15,28754.8976
322557.96,1019868.52,28754.2027
322558.86,1019869.13,28755.3324
322560.05,1019869.57,28755.2912
322560.97,1019869.61,28755.0261
322561.7,1019869.81,28755.1422
322562.48,1019869.63,28755.2372
322563.09,1019870.12,28755.3117
322564.12,1019870.24,28754.9188
322564.75,1019870.53,28755.2864
322565.81,1019870.75,28754.8825
322566.95,1019871.25,28754.9331
322567.9,1019871.63,28755.347
322568.86,1019871.86,28755.562
322570.23,1019872.02,25943.8488
322571.14,1019872.36,32484.9701
322572.15,1019872.5,33030.9007
322573.35,1019872.42,33031.8288
322574.42,1019872.33,33032.3654
322575.64,1019871.96,33030.8926
322576.7,1019871.66,33028.3023
322577.77,1019870.92,33025.7377
322578.18,1019870.33,33023.407
322578.79,1019870.06,33022.3704
322579.42,1019869.79,33021.8723
322580.35,1019869.63,33022.597
322581.31,1019869.48,33022.8651
322582.18,1019868.84,33022.7916
322582.96,1019868.51,33023.3633
322584.14,1019868.87,33024.279
322585.13,1019869.09,33025.8724
322586.18,1019869.11,33026.8385
322587.02,1019868.79,33027.5172
322587.98,1019868.67,33027.6519
322588.8,1019868.4,33028.0792
322589.49,1019868.47,33028.7413
322590.02,1019868.33,33028.7315
322590.92,1019868.45,33029.2169
322591.88,1019868.88,33029.8741
322592.68,1019868.93,33030.4034
322593.43,1019868.89,33030.6803
322594.23,1019869.12,33030.8485
322594.96,1019869.36,33031.4439
322595.58,1019869.71,33031.7184
322596.37,1019870.28,33031.8501
322597.05,1019870.81,33032.3838
322597.65,1019871,33032.7061
322598,1019871.54,33032.9238
322598.24,1019871.58,33033.3585
322632.19,1019869.65,28673.079
322632.19,1019869.64,28672.4623
322632.2,1019869.64,28673.0559
322632.18,1019869.63,28672.8596
322632.16,1019869.61,28673.1333
322632.18,1019869.61,28673.3831
322632.18,1019869.62,28672.8802
322632.17,1019869.6,28673.1094
322632.16,1019869.58,28673.5175
322632.14,1019869.57,28672.9747
322632.2,1019869.41,28672.9915
322633.35,1019869.64,28673.2777
322633.55,1019869.45,28673.1317
322634.3,1019869.53,28673.3807
322634.34,1019869,28673.4891
322635.12,1019869.2,28673.716
322636.29,1019869.34,28673.9821
322636.68,1019869.59,28673.3166
322636.93,1019869.99,28673.2475
322637.91,1019870.07,28673.0631
322638.13,1019870.75,28673.3785
322639.02,1019871.03,28673.4159
322640.05,1019871.61,28673.286
322640.79,1019871.68,28672.4633
322640.84,1019871.64,28672.5562
322640.88,1019871.58,28672.6105
322640.88,1019871.57,28672.7493
322640.82,1019871.62,28672.9515
322640.16,1019871.7,28672.6072
322640.87,1019871.68,28673.2584
322641.6,1019872.11,28673.1231
322642.09,1019872.33,28673.1298
322643.17,1019872.33,28673.1238
322643.68,1019872.8,28673.3961
322644.24,1019872.42,28673.3694
322644.75,1019872.21,28673.544
322645.21,1019872.28,28673.6314
322646.26,1019872.23,28664.3954
322647.41,1019872.69,26359.5423
322648.06,1019872.63,26779.344
322649.22,1019872.33,26779.4894
322650.44,1019872.26,26779.7792
322651.72,1019872.23,26779.8913
322653.15,1019871.91,29871.838
322654.34,1019871.49,31595.0039
322655.59,1019871.42,33043.5027
322656.87,1019871.4,33043.8981
322658.13,1019871.33,33043.9157
322659.4,1019871.09,33043.8293
322660.55,1019870.94,33043.9441
322661.76,1019871.4,33044.285
322662.71,1019871.41,33044.4727
322663.7,1019871.17,33044.3466
322664.71,1019871.29,33044.6519
322665.66,1019872.16,33044.7507
322666.51,1019872.64,33044.7793
322667.34,1019872.7,33044.5786
322668.51,1019872.67,33044.5477
322669.59,1019872.95,33044.3319
322670.88,1019873.38,33044.6466
322672.11,1019873.44,33044.7423
322673.45,1019873.26,33044.5973
322674.41,1019873.43,33044.5317
322675.38,1019873.78,33044.8559
322676.03,1019874.37,33045.7646
322676.69,1019875.05,33046.098
322677.06,1019875.46,33046.0394
322677.43,1019876.08,33047.1948
322677.42,1019876.09,33047.6709
322677.41,1019876.01,33047.3323
322678.39,1019875.67,33046.8946
322679.05,1019875.51,33046.5561
322679.85,1019875.69,33045.9265
322680.33,1019876.14,33046.614
322681.12,1019877.01,33045.5579
322681.98,1019877.15,33045.3428
322683.05,1019877.13,33044.4284
322684.29,1019877.2,33044.6566
322685.47,1019877.1,33044.9833
322686.83,1019876.85,33045.3303
322688.05,1019876.66,33045.3294
322689.13,1019876.54,33045.4884
322690.2,1019875.97,33045.6201
322691.18,1019875.21,33045.2918
322691.79,1019874.26,33045.1636
322692.64,1019873.66,33044.6594
322693.72,1019872.97,33043.9786
322694.66,1019872.19,33043.4192
322695.7,1019871.58,33042.9449
322696.8,1019871,33042.635
322697.7,1019870.01,33041.5565
322698.09,1019869.4,33040.2014
322698.64,1019868.98,33040.1092
322699,1019868.49,28318.215
322699.38,1019868.23,26779.2016
322699.78,1019868.23,28618.2789
322700.66,1019868.28,28674.7878
322699.88,1019868.28,28701.4061
322699.5,1019868.25,33034.7568
322699.03,1019867.76,33042.1663
322699.45,1019867.51,33039.9592
322699.46,1019867.58,33039.7652
322699.54,1019867.63,33039.8975
322699.59,1019867.59,33038.337
322699.56,1019867.58,33038.2373
322699.54,1019867.55,33038.3329
322699.52,1019867.57,33038.2668
322699.51,1019867.53,33038.3975
322699.54,1019867.55,33038.1921
322699.43,1019867.56,33037.9279
322699.47,1019867.49,33038.009
322699.48,1019867.49,33038.694
322699.46,1019867.49,33039.5524
322699.45,1019867.5,33039.6596
322699.46,1019867.5,33039.9452
322699.45,1019867.51,33039.9479
322699.44,1019867.49,33039.9062
322699.45,1019867.51,33039.8791
322699.43,1019867.5,33039.9068
322699.41,1019867.5,33039.865
322699.44,1019867.5,33039.8819
322699.46,1019867.51,33040.0402
322699.44,1019867.52,33039.9354
322699.43,1019867.52,33039.9964
322699.45,1019867.53,33040.01
322699.47,1019867.51,33040.0539
322699.41,1019867.64,33040.2802
322699.48,1019867.68,33040.4972
322699.51,1019867.59,33039.8073
322699.51,1019867.57,33039.7196
322699.36,1019867.79,33040.1369
322699.28,1019867.82,33040.8212
322699.28,1019867.87,33040.6222
322699.33,1019867.78,33040.9192
322699.41,1019867.59,33040.1705
322699.42,1019867.59,33040.0549
322699.41,1019867.67,33040.1094
322699.37,1019867.66,33040.2109
322699.4,1019867.64,33040.1381
322699.4,1019867.67,33040.1136
322699.43,1019867.67,33040.0822
322699.42,1019867.67,33039.9242
322699.41,1019867.68,33039.887
322699.41,1019867.67,33039.7762
322699.41,1019867.68,33039.8891
322699.42,1019867.7,33039.9408
322699.42,1019867.72,33039.7949
322699.43,1019867.74,33040.0433
322699.44,1019867.79,33040.0928
322699.36,1019867.89,33040.4984
322699.47,1019867.99,33040.2531
322699.9,1019867.13,33038.5419
322700.55,1019866.14,33038.6914
322700.91,1019865.82,33038.91
322701.66,1019865.55,33040.874
322701.96,1019865.52,33038.7186
322702.67,1019865.32,33039.5447
322703.26,1019864.76,33038.7003
322703.66,1019864.67,33039.3672
322703.7,1019864.08,33039.8285
322703.62,1019863.45,25960.7178
322704.18,1019862.98,28675.5651
322704.96,1019862.41,28675.622
322705.92,1019862.43,28675.5658
322706.56,1019861.94,28676.3121
322707,1019861.16,28675.6059
322707.48,1019860.87,28676.308
322708.33,1019860.84,28676.6413
322708.94,1019861.11,28676.1947
322709.74,1019861.64,28676.1571
322710.15,1019861.66,28676.4182
322711.13,1019861.75,28676.9674
322711.41,1019861.63,28676.3835
322711.57,1019862.36,28676.2473
322712.09,1019863.11,28676.2019
322712.48,1019863.85,25668.8277
322713.92,1019864.07,26783.5142
322714.37,1019864.47,26781.3745
322714.89,1019865.21,26781.1089
322715.9,1019865.43,26781.8313
322716.88,1019865.62,26781.9242
322717.57,1019865.9,26781.8952
322718.63,1019866.16,26782.5694
322719.74,1019865.68,26782.0252
322721.02,1019866.19,26781.7196
322722.07,1019866.51,26782.3847
322722.86,1019866.76,26781.8011
322723.01,1019867.01,26782.3879
322723.69,1019866.95,26782.511
322724.2,1019867.2,26783.1679
322725.22,1019867.35,25648.1791
322726.17,1019867.53,26782.726
322727.14,1019867.96,26783.2696
322728.28,1019868.47,26783.3348
322729.38,1019868.61,26782.8831
322730.68,1019868.96,26783.0494
322731.81,1019869.1,26783.5101
322732.87,1019869.28,26783.2987
322734.01,1019869.27,26783.4304
322734.99,1019869.25,26783.4259
322736.15,1019869.38,26783.3658
322737.22,1019869.31,26784.1937
322738.4,1019868.92,26783.9788
322739.53,1019868.56,26784.4336
322740.64,1019867.99,26784.8374
322741.75,1019867.32,26784.6562
322742.73,1019866.93,26784.3335
322743.46,1019865.8,26784.4129
322743.94,1019864.61,26784.3555
322744.57,1019863.77,26784.4986
322745.64,1019862.95,26785.3154
322746.93,1019862.35,26785.295
322748.18,1019862.09,26784.8319
322749.05,1019862.23,26785.0898
322750.2,1019862.27,26784.9575
322751.19,1019862.53,26784.8964
322752.4,1019863.01,26784.5449
322753.22,1019863.78,25778.6734
322754.27,1019864.37,26785.2838
322755.24,1019864.65,26785.2454
322756.08,1019865.24,26785.4039
322756.78,1019866.21,26785.0681
322757.26,1019867.05,26785.7102
322757.62,1019867.9,26785.5939
322757.87,1019868.72,26785.8392
322758.43,1019869.42,26786.2566
322759.32,1019869.87,26786.1765
322760.07,1019870.68,26785.8947
322760.94,1019871.55,27037.3223
322761.92,1019871.36,28681.0239
322761.86,1019871.39,28681.167
322761.91,1019871.61,28681.0275
322761.77,1019871.52,28681.0985
322761.69,1019871.49,28681.3255
322761.67,1019871.66,28681.5198
322761.68,1019871.57,28681.4884
322761.69,1019871.43,28681.3561
322761.71,1019871.41,28681.8943
322761.74,1019871.39,28681.8366
322761.77,1019871.4,28681.5645
322761.78,1019871.41,28681.2926
322761.76,1019871.63,28681.2172
322761.75,1019871.83,28681.455
322762.39,1019871.13,28681.8436
322762.76,1019871.1,28682.1517
322763.38,1019870.42,28681.6202
322763.99,1019870.17,28681.6419
322764.87,1019869.76,28681.613
322765.6,1019869.82,28681.4698
322766.06,1019870.45,28681.8193
322767.04,1019871.25,25665.974
322767.82,1019872.01,26786.9191
322768.29,1019873,29432.3055
322768.55,1019874,33038.9463
322768.96,1019874.36,33038.7026
322769.82,1019874.09,33038.5579
322770.88,1019873.81,33037.7416
322771.98,1019873.45,33038.3181
322773.21,1019873.03,33038.7152
322774.23,1019872.36,33038.959
322775.31,1019871.75,33039.0188
322776.4,1019871.4,33039.3625
322777.61,1019871.09,33040.0781
322778.86,1019870.61,33040.5258
322779.92,1019870.02,33041.1267
