LONG,LAT,Cor_nT
322874.2,1020121.39,34452.2074
322873.68,1020121.49,34285.9159
322874.05,1020121.47,34264.3182
322873.95,1020121.41,34273.8127
322874,1020121.44,34269.2897
322874,1020121.46,34295.0687
322873.99,1020121.49,34273.0278
322873.94,1020121.49,34277.1881
322873.72,1020121.28,34297.3479
322872.75,1020121.18,34157.72
322871.72,1020120.94,34038.7116
322870.37,1020120.78,33881.0894
322869.02,1020120.7,33751.8879
322867.77,1020120.7,33652.5258
322866.46,1020120.79,33565.7942
322865.4,1020121.04,33501.1472
322864.35,1020121.42,33452.2836
322863.22,1020121.05,33413.8157
322862.66,1020121.17,33381.4071
322861.18,1020121.06,33345.6667
322859.43,1020121.01,33291.7557
322857.91,1020121.13,33250.7037
322856.59,1020121.54,33218.8962
322855.29,1020121.83,33212.2306
322854.19,1020122.02,33146.0127
322853.11,1020122.18,33125.0746
322852.34,1020122.37,33123.9293
322851.52,1020121.99,33096.4533
322850.43,1020121.81,33086.5642
322849.65,1020121.95,33088.6062
322849.03,1020121.55,33083.4579
322848.8,1020121.48,33094.3002
322848.82,1020121.36,33088.6551
322848.37,1020121.46,33086.0985
322847.48,1020121,33089.3053
322846.57,1020120.97,33093.4076
322846.08,1020120.59,33091.1413
322845.65,1020121.09,33091.7762
322845.03,1020120.94,33091.8084
322844.05,1020120.75,33089.2718
322843.56,1020120.57,33080.5301
322842.82,1020120.38,33081.2244
322842.01,1020120.33,33078.3714
322841.26,1020120.13,33074.7156
322840.58,1020120.12,33068.9478
322838.61,1020119.28,33065.0392
322838.54,1020119.28,33063.5324
322838.29,1020119.25,33064.7143
322837.71,1020119.3,33060.9945
322837.14,1020119.38,33057.4428
322836.18,1020119.16,33055.4666
322835.89,1020119.32,33057.4306
322834.89,1020118.85,33054.9387
322834.4,1020119.09,33053.6741
322833.38,1020118.92,33050.5011
322832.93,1020119.03,33047.5948
322831.98,1020118.79,33044.8882
322831.13,1020118.93,33043.8127
322830.37,1020119.48,33042.1189
322829.45,1020119.89,33040.1487
322828.79,1020120.09,33037.7494
322827.84,1020120.9,33033.4643
322827.52,1020120.99,33031.3776
322826.47,1020121,33030.2734
322825.62,1020120.89,33028.4026
322824.55,1020121.26,33027.1211
322823.62,1020121.07,33025.9196
322823.33,1020121.2,33025.9113
322822.43,1020120.99,33025.4453
322822.09,1020121.29,33023.7565
322821.16,1020120.55,33022.177
322820.49,1020120.8,33020.7681
322819.37,1020120.75,33018.3201
322818.46,1020120.68,33017.5219
322817.79,1020120.88,33018.5081
322816.95,1020121.67,33017.9284
322815.67,1020121.88,33015.5292
322815.05,1020121.85,33014.0486
322814.25,1020122.02,33013.1306
322813.24,1020122.47,33011.2888
322812.37,1020122.57,33007.8621
322811.58,1020123.15,33005.649
322810.83,1020123.54,33004.3248
322809.65,1020123.5,33003.0998
322808.83,1020123.79,33005.1825
322807.77,1020123.84,33006.9212
322807.09,1020124.18,33007.2172
322806.29,1020124.35,33008.1773
322805.28,1020124.16,33010.6576
322804.43,1020124.64,33011.9707
322803.69,1020124.31,33013.4562
322802.85,1020124.12,33013.4232
322802.05,1020123.93,33016.7839
322801.15,1020124.44,33016.5085
322800.26,1020124.86,33016.4269
322799.43,1020124.49,33017.3707
322798.62,1020124.36,33019.0497
322797.76,1020123.91,33020.3839
322796.79,1020124.3,26605.5741
322795.6,1020124.15,33023.302
322794.59,1020123.95,33024.4105
322793.16,1020123.73,33027.4127
322792.49,1020123.54,33030.6814
322791.53,1020123.2,33033.0186
322790.21,1020123.12,33037.047
322789.3,1020123.21,33040.5997
322788.3,1020122.89,33043.7673
322787.28,1020122.85,33047.4682
322786.33,1020122.96,33051.6881
322785.38,1020122.76,33055.5099
322784.46,1020122.84,33059.2893
322783.34,1020122.84,33064.5526
322782.59,1020122.39,33067.9977
322781.58,1020122.45,27557.132
322780.68,1020122.33,33041.6014
322779.77,1020122.47,33043.2662
322778.87,1020122.28,33046.4993
322777.81,1020121.97,33077.1736
322776.82,1020121.87,33088.0483
322775.88,1020121.23,33086.6013
322775.16,1020121.1,33061.975
322774.04,1020120.99,33067.9473
322773.02,1020120.76,33070.6812
322771.81,1020120.71,33089.0679
322770.98,1020120.98,33109.02
322769.93,1020120.72,33110.2707
322768.78,1020120.64,33110.5956
322767.68,1020120.85,33107.6718
322766.51,1020121.11,33104.2201
322765.36,1020120.94,33099.0451
322764.09,1020120.93,33094.2437
322763.04,1020121.08,33089.5
322762.11,1020121.5,33085.1011
322760.92,1020121.63,33081.0861
322759.69,1020121.4,33077.4136
322758.52,1020121.48,33073.8197
322757.22,1020121.66,33071.0484
322755.93,1020121.95,33069.1085
322754.83,1020122.17,33068.3306
322753.86,1020122.27,33067.7071
322752.56,1020122.26,33066.8525
322751.11,1020122.01,33065.2898
322749.88,1020121.98,33064.9455
322748.64,1020121.7,33065.1017
322747.59,1020121.15,33064.5621
322746.61,1020120.72,33063.7528
322745.25,1020120.3,33062.1794
322744.17,1020119.98,33060.2154
322743.24,1020119.3,26655.428
322742.37,1020118.83,28675.1911
322741.14,1020118.77,32450.7841
322740.06,1020119.12,33054.8951
322738.61,1020119.56,33053.8826
322737.82,1020119.51,33052.5863
322736.28,1020119.34,33051.3326
322734.99,1020119.55,33049.8952
322733.73,1020119.91,33048.0977
322732.3,1020120.11,33046.4147
322731.15,1020120.26,33044.9474
322729.64,1020120.55,33043.1863
322728.71,1020120.57,33041.2776
322727.55,1020120.23,33039.4597
322726.42,1020120.1,33038.0992
322725.14,1020120.27,33036.9873
322724.02,1020120.28,33035.0489
322723.04,1020120.11,33033.7043
322721.9,1020120.13,33031.935
322720.68,1020120.34,33030.0623
322719.84,1020120.28,33029.0588
322718.54,1020120.86,33027.9649
322717.84,1020120.54,33026.5937
322716.66,1020120.44,33024.4944
322715.9,1020120.16,33021.0693
322715.13,1020119.26,29003.3091
322714.48,1020118.49,28673.4915
322713.61,1020117.61,28673.1151
322712.89,1020116.67,28672.4338
322712.11,1020115.7,28917.9525
322711.28,1020115.21,30568.2622
322710.42,1020114.73,30568.2777
322709.8,1020113.97,30568.9231
322708.96,1020113.49,30568.566
322708.01,1020113.05,30568.5541
322707.39,1020112.46,30569.6401
322706.6,1020112.07,30568.2252
322705.78,1020112.55,30567.9814
322704.73,1020112.43,30575.2832
322704.3,1020112.16,30567.6533
322702.84,1020112.68,26260.8231
322702.57,1020112.36,28672.2042
322702.02,1020112.64,28672.1159
322701.69,1020112.55,28672.2477
322701,1020112.46,28672.142
322700.3,1020113.19,28671.9386
322699.84,1020113.98,31910.7048
322699.29,1020114.53,33141.3785
322698.31,1020114.71,33263.5364
322697.17,1020115.08,33221.7724
322696.33,1020115.47,33127.5062
322695.19,1020115.46,33072.2767
322694.1,1020115.4,33034.9722
322692.94,1020115.74,33008.5634
322692.09,1020116.27,32973.6218
322691.29,1020116.91,32920.645
322690.27,1020117.48,32950.4694
322689.22,1020118.04,33009.884
322688.15,1020118.44,33026.6882
322687,1020118.86,33014.4718
322685.85,1020119.14,33005.9214
322684.86,1020119.55,33005.4309
322683.8,1020119.94,33007.5012
322682.62,1020120.33,33010.691
322681.63,1020120.53,33013.8218
322680.61,1020121.03,33017.0572
322679.44,1020121.16,33020.6311
322678.32,1020121.15,33024.6878
322677.17,1020120.95,33028.9478
322676.06,1020120.58,33032.7959
322675.07,1020120.67,33036.8254
322673.72,1020121.06,33040.1171
322672.92,1020121.25,33040.8256
322671.97,1020121.55,33040.6032
322670.96,1020121.76,33039.448
322669.98,1020122.04,33038.0438
322669.47,1020121.94,33037.4021
322669.17,1020122,33037.0088
322668.21,1020121.54,33037.8035
322664.56,1020117.93,30564.2093
322664.58,1020118,30563.1622
322664.2,1020117.93,30563.0737
322663.49,1020117.82,30563.885
322663.08,1020117.6,30563.5434
322662.64,1020116.94,31181.7247
322661.58,1020116.57,33034.3711
322660.46,1020115.95,33036.3959
322659.45,1020115.77,33038.2786
322658.41,1020115.46,33040.1947
322657.35,1020115.26,33042.3228
322656.24,1020115.16,33045.8195
322655.3,1020115.47,33050.466
322654.4,1020115.7,33054.031
322653.36,1020115.21,33055.2424
322652.5,1020114.51,33053.6276
322651.48,1020114.4,33052.2775
322650.37,1020114.77,33052.8094
322649.73,1020114.69,33057.1864
322649.42,1020115.08,33059.8744
322649.22,1020115.97,33074.6737
322649.13,1020116.63,33084.062
322648.94,1020117.37,33070.9337
322648.69,1020118.02,33042.4444
322648.22,1020118.42,33016.0374
322647.99,1020118.75,33019.236
322647.29,1020118.76,33032.7569
322646.81,1020119.31,33054.053
322646.26,1020119.67,33071.6302
322645.86,1020120,33079.2416
322645.55,1020120.01,33081.9744
322645.77,1020120.17,33082.0347
322645.85,1020120.21,33082.298
322645.86,1020120.2,33082.7732
322645.78,1020120.12,33082.722
322645.76,1020120.03,33082.7271
322645.85,1020120.36,33082.9055
322646.04,1020121.18,33082.1803
322646.64,1020122,33076.5455
322646.67,1020122.74,33066.1036
322646.37,1020123.21,33056.618
322645.59,1020123.81,33046.1607
322644.84,1020124.33,33035.3112
322644.03,1020124.67,33019.4934
322643.11,1020124.79,33022.5804
322642,1020125.44,33036.9207
322641.18,1020125.98,33040.8971
322640.41,1020126.09,33040.5909
322639.78,1020126.11,33038.9685
322639.21,1020126.01,33040.1382
322638.39,1020125.62,33038.8511
322638.03,1020125.42,33040.2372
322637.59,1020125.43,33038.925
322637.18,1020125.69,33038.3321
322636.67,1020125.73,33035.3851
322636.25,1020125.85,26535.7612
322636.31,1020126.12,28663.9727
322636.32,1020126.16,28663.4336
322636.27,1020126.17,28662.915
322636.21,1020126.13,28662.9279
322636.21,1020126.15,28662.7658
322636.24,1020126.17,28662.7708
322636.23,1020126.17,28662.5863
322636.22,1020126.16,28662.9002
322636.22,1020126.16,28662.7561
322636.21,1020126.15,28662.8085
322636.22,1020126.17,28662.896
322636.24,1020126.12,28663.1987
322635.9,1020126.13,28663.1987
322635.74,1020126.23,28662.3947
322635.56,1020126.67,28662.3368
322635.2,1020126.02,27218.3232
322635.06,1020126.23,32448.729
322634.75,1020126.01,33031.0725
322633.79,1020126.09,28661.2764
322633.73,1020126.13,28662.1781
322633.7,1020126.04,28661.7064
322633.64,1020125.88,28661.6145
322633.77,1020125.63,28660.9227
322633.81,1020125.86,28660.8699
322633.79,1020125.81,28660.9195
322633.81,1020125.81,28661.1146
322633.83,1020125.82,28661.2986
322633.86,1020125.81,28661.5698
322633.76,1020125.83,28661.8683
322633.81,1020125.83,28661.9319
322604.89,1020119.37,26870.7546
322604.09,1020119.67,29479.9392
322603.34,1020119.93,32306.9735
322602.81,1020120.29,33013.1308
322601.91,1020120.15,33010.1242
322601.74,1020120.01,33005.5871
322601.36,1020120.07,33003.3028
322600.66,1020119.71,33003.069
322599.99,1020119.54,33002.9542
322599.84,1020119.64,33002.2046
322600.15,1020119.44,33001.7782
322599.48,1020119.59,33001.9068
322598.97,1020119.67,32999.6011
322598.43,1020120.11,32999.3019
322598.25,1020120.35,33000.9442
322597.77,1020119.74,33000.2547
322597.78,1020119.31,27140.2382
322596.78,1020120.05,29619.8274
322597.13,1020120.07,30633.1342
322596.72,1020119.8,30632.9641
322596.72,1020119.73,30633.4745
322597.07,1020120.57,30633.8185
322596.71,1020120.59,30634.3384
322596.86,1020120.41,30634.1664
322596.52,1020119.62,30633.7147
322596.35,1020119.8,31484.2881
322595.55,1020119.69,33000.3163
322595.34,1020119.67,33001.0479
322594.71,1020120.13,33001.22
322594.2,1020119.41,33001.4294
322594.16,1020119.1,33003.0094
322593.76,1020119.25,33002.1937
322593.6,1020119.5,33002.3868
322593.74,1020119.1,33002.1385
322593.88,1020119.05,33003.0042
322593.93,1020119.62,33003.034
322593.64,1020119,33004.1289
322592.8,1020118.4,32699.5376
322592.41,1020118.91,31516.2354
322592.29,1020118.91,33005.2773
322592.21,1020119.17,33006.1655
322591.48,1020119.74,33007.0506
322591.61,1020119.64,33008.5017
322590.96,1020119.65,33007.7441
322590.92,1020119.69,33008.6074
322591.01,1020119.86,33008.3817
322590.53,1020119.51,33007.9398
322590.41,1020118.95,32989.6475
322589.57,1020119.6,32992.5972
322589.26,1020118.73,33004.5292
322588.28,1020118.97,33003.1838
322587.34,1020118.69,33003.4022
322586.15,1020118.14,33004.5333
322585,1020117.93,33006.5303
322583.86,1020117.98,33004.5856
322582.51,1020117.86,32995.5729
322581.3,1020117.88,32979.5545
322580.07,1020118.26,32968.1509
322578.8,1020119.05,32974.5265
322577.75,1020119.55,32995.9108
322576.4,1020119.62,33008.3182
322575.29,1020119.53,33013.3919
322574.17,1020119.5,33014.3659
322573.42,1020120.08,33014.113
322567.31,1020120.65,33015.721
322566.42,1020120.67,33016.6864
322565.17,1020120.52,33017.4768
322564.17,1020120.71,33017.2051
322563.06,1020121.05,33016.8359
322562.01,1020121.22,33017.315
322560.87,1020121.44,33017.9861
322559.9,1020120.99,33017.3645
322558.71,1020120.61,33016.7552
322557.62,1020120.55,33015.8554
322556.33,1020120.74,33014.3822
322555.14,1020120.84,33012.7744
322553.91,1020120.64,33009.9826
322552.71,1020120.71,33007.7802
322551.63,1020120.97,33007.2794
322550.5,1020121.35,33008.3483
322549.38,1020121.86,33009.8438
322548.06,1020122.52,33011.2953
322547.11,1020123.18,33012.6697
322546.14,1020123.68,33013.9605
322545.2,1020124.25,33015.6383
322544.38,1020125.36,33017.513
322543.91,1020126.44,33019.6099
322543.4,1020127.5,33021.496
322542.84,1020128.52,33022.4717
322542.23,1020129.11,33022.2352
322540.83,1020129.73,33022.4765
322540.85,1020129.83,33022.5724
322540.38,1020130.17,33023.4206
322539.54,1020129.57,33024.1543
322538.67,1020128.9,33025.7171
322534.27,1020123.95,30834.5927
322533.6,1020123.78,33016.9059
322533.06,1020122.81,33018.0682
322532.96,1020122.32,33018.0816
322532.95,1020121.23,33014.3084
322533.31,1020120.3,32871.9801
322533.61,1020119.49,32537.5752
322533.75,1020118.75,38531.7585
322533.3,1020117.58,27200.867
322532.65,1020117.06,28743.5606
322531.94,1020116.21,30659.7115
322531.05,1020115.42,33012.5856
322529.92,1020114.84,33018.4258
322528.71,1020114.65,33020.3073
322527.5,1020114.21,33021.4438
322526.35,1020113.8,33022.3863
322525.4,1020113.4,33023.2377
322524.39,1020112.6,33023.7334
322523.48,1020112.48,33025.0806
322522.27,1020112.49,33026.1116
322521.16,1020112.33,33027.1326
322519.9,1020112.3,33027.8655
322518.63,1020112.29,33028.4604
322517.43,1020111.99,33028.5014
322516.27,1020111.58,33028.4883
322515.39,1020111.41,33029.0076
322514.53,1020111.7,33029.3015
322513.74,1020112.2,33029.6554
322512.67,1020112.91,33029.7369
322511.73,1020113.84,33029.9399
322510.9,1020114.72,33031.0159
322510.25,1020115.5,33032.6448
322509.39,1020115.99,33033.5123
322508.46,1020116.5,33034.4009
322507.41,1020116.54,33034.6417
322506.47,1020116.69,33035.0505
322505.33,1020117.23,33035.6253
322504.46,1020117.7,33035.5692
322503.86,1020117.46,33035.5797
322503.55,1020117.8,33035.6447
322502.95,1020117.31,33035.4783
322501.66,1020117.05,27313.4785
322501.39,1020117.37,32752.7859
322500.81,1020118.13,33036.274
322500.56,1020118.01,33036.3987
322500.91,1020118.71,33036.5453
322501.17,1020119.34,33036.6209
322501.13,1020120.16,33036.316
322501,1020121.25,33036.4039
322500.23,1020121.9,33036.2721
322499.27,1020122.29,33036.0929
322498.28,1020122.3,33035.8641
322497.09,1020121.82,33036.0031
322496.04,1020121.58,33036.6408
322494.92,1020122.16,33036.7463
322493.79,1020122.7,33036.1269
322492.43,1020122.89,33035.6012
322491.42,1020122.7,33036.1187
322490.29,1020122.24,33037.7101
322489.03,1020122.41,33039.4588
322487.6,1020122.89,33040.6479
322487.03,1020123.14,33041.3581
322485.68,1020122.95,33042.1584
322484.5,1020122.84,33043.9407
322483.27,1020122.9,33045.812
322481.72,1020122.86,33047.6407
322480.47,1020122.74,33049.9405
322479.24,1020122.61,33052.5038
322477.92,1020122.22,33054.8894
322476.83,1020121.82,33056.7636
322475.48,1020121.58,33058.6456
322474.06,1020121.68,33060.5614
322472.89,1020121.54,33061.8265
322471.52,1020121.53,33062.9855
322470.19,1020121.46,33064.1218
322469.09,1020121.33,33064.7339
322467.73,1020121.31,33065.0944
322466.58,1020121.74,33065.3766
322465.42,1020122.1,33065.4857
322463.96,1020121.92,33065.3352
322462.8,1020121.42,33064.5346
322461.55,1020120.8,33063.7862
322460.14,1020120.29,33063.1449
322458.97,1020119.92,33062.5865
322457.78,1020119.34,33061.982
322456.58,1020118.88,33061.7379
322455.45,1020118.58,33061.8762
322454.14,1020118.38,33061.6859
322452.79,1020118.41,33061.6641
322451.57,1020118.53,33061.5766
322450.27,1020118.68,33061.4364
322449.06,1020118.71,33061.3163
322447.84,1020118.7,33061.2444
322446.41,1020118.45,33061.5464
322445.17,1020118.4,33061.2275
322444.01,1020118.27,33061.0632
322442.71,1020118.06,33061.0028
322441.54,1020118.04,33061.0337
322440.43,1020118.09,33061.0377
322439.03,1020118.34,33061.043
322438.07,1020118.45,33061.137
322437.1,1020118.49,33061.064
322436.1,1020118.21,33061.3536
322434.96,1020118.16,33061.6851
322433.56,1020118.39,33062.2247
322432.13,1020118.58,33062.5957
322430.74,1020118.7,33062.8063
322429.45,1020118.44,33062.8539
322428.37,1020118.32,33062.7588
322427.4,1020118.65,33062.5553
322426.08,1020119.14,33062.5298
322424.81,1020119.65,33062.6705
322423.82,1020120.21,33062.8826
322422.97,1020120.92,33063.3238
322422.02,1020121.4,33063.9001
322420.98,1020121.82,33064.4217
322420.14,1020122.4,33064.7963
322419.41,1020122.6,33065.0372
322418.83,1020122.64,33065.0943
322420.88,1020169.78,28723.2124
322420.89,1020169.86,28723.6311
322420.92,1020169.9,28723.6368
322420.93,1020169.86,28723.3865
322421.07,1020169.84,28723.5618
322421.75,1020169.31,28723.5618
322422.39,1020168.85,28723.7597
322423.41,1020168.6,28724.0284
322424.24,1020168.42,28723.971
322425.09,1020168,28723.7105
322425.91,1020167.4,28723.861
322426.96,1020166.9,28723.9364
322427.98,1020166.57,28724.0479
322428.76,1020166.07,26355.1465
322429.69,1020165.78,26827.3786
322430.78,1020165.68,26828.8146
322431.69,1020165.76,28432.8502
322432.82,1020165.65,28723.1738
322433.64,1020165.66,28723.3596
322434.68,1020166.16,28899.7158
322435.53,1020167.01,33036.3135
322436.29,1020167.67,33038.3567
322437.31,1020168.24,33039.7
322438.38,1020168.53,33039.4856
322439.54,1020168.7,33039.0361
322440.57,1020169.14,33038.9832
322441.41,1020169.24,33038.5251
322442.34,1020168.64,33038.5607
322443.27,1020167.82,33039.0567
322444.02,1020167.4,33039.0121
322444.59,1020166.87,33038.4865
322445.38,1020166.98,33038.5851
322446.29,1020166.87,33038.1498
322447.18,1020166.58,33036.3983
322447.88,1020166.62,33036.6038
322448.65,1020166.15,33036.0982
322449.46,1020165.74,33036.5186
322450.15,1020165.75,33037.3991
322451.01,1020165.92,33037.5166
322451.6,1020166.51,33035.1888
322452.47,1020166.53,33033.0007
322453.25,1020166.31,33031.8699
322454.93,1020164.13,33035.8705
322454.9,1020164.09,33036.0056
322455.03,1020164.12,33036.5348
322455.69,1020164.3,33036.6187
322456.41,1020164.15,33038.6409
322456.52,1020164.89,33039.7688
322457.08,1020164.88,33040.1608
322457.13,1020165.15,33040.7385
322457.18,1020164.78,33038.3769
322457.49,1020164.84,33039.5427
322457.14,1020165.1,33040.2354
322456.79,1020164.81,33040.9208
322456.17,1020165.35,33041.98
322456.06,1020165.55,33040.0324
322456.08,1020166.33,33037.143
322456.45,1020166.72,33034.4513
322456.95,1020167.06,33031.5854
322457.19,1020167.69,33027.9832
322457.64,1020168.15,33023.9035
322458.09,1020168.36,33020.223
322458.61,1020168.76,33016.1061
322458.98,1020169.52,33011.6889
322459.36,1020169.13,33010.647
322459.72,1020169.5,33011.3952
322459.71,1020169.87,33011.0583
322459.88,1020169.66,33010.6089
322460.12,1020170,33009.4323
322460.03,1020170.12,33009.5172
322461.08,1020170.02,33009.6386
322461.62,1020170.28,33011.2067
322461.92,1020170.36,32556.7372
322462.34,1020170.49,26722.4394
322462.75,1020170.2,30905.5935
322462.84,1020169.97,33014.7681
322463.08,1020169.45,33014.6785
322464.51,1020169.89,33015.7494
322464.73,1020169.37,33013.8424
322465.09,1020166.76,26826.9334
322465.23,1020166.77,26827.4061
322465.86,1020166.35,25801.7445
322466.81,1020166.61,26841.4679
322468.06,1020166.07,31773.7741
322469.05,1020165.5,33013.5128
322470.16,1020165.86,33010.9755
322471.24,1020166.18,33007.6559
322472.63,1020166.51,33005.342
322473.76,1020166.33,33004.1443
322474.9,1020166.18,33004.05
322476.02,1020166.37,33004.6616
322477.12,1020166.46,33005.8109
322478.57,1020166.35,33007.6502
322479.85,1020165.96,33011.0238
322480.67,1020165.68,33017.511
322481.66,1020165.63,33018.1144
322483.14,1020165.49,33016.2826
322484.06,1020165.3,33012.5925
322484.99,1020164.99,33009.4489
322485.91,1020164.67,33009.8215
322486.27,1020164.43,33012.8162
322486.36,1020164.54,33013.4407
322487.02,1020164.18,33014.177
322487.58,1020163.71,33018.172
322488.57,1020163.7,33020.0554
322489.57,1020163.88,33018.3
322490.5,1020164.25,33015.1959
322491.48,1020164.9,33013.8286
322492.54,1020165.56,33016.4581
322493.75,1020166.07,33021.7327
322494.9,1020166.46,33026.3676
322496.01,1020166.73,33029.2403
322497.34,1020167.09,33030.4992
322498.42,1020167.35,33032.4689
322499.89,1020167.85,33036.2854
322500.92,1020168.13,33038.6603
322502.18,1020168.2,33043.3626
322503.4,1020168.47,33046.7432
322504.57,1020169.03,33027.2579
322505.83,1020169.47,32979.3363
322507.18,1020169.45,32987.1052
322508.44,1020169.1,33035.1774
322509.59,1020168.85,33039.9303
322510.85,1020168.63,33037.653
322511.88,1020168.31,33037.6839
322512.84,1020167.91,33038.1698
322513.66,1020167.51,33038.917
322514.68,1020167.71,33038.4401
322515.5,1020167.99,33035.175
322516.43,1020168.06,33032.3077
322517.61,1020168.12,33029.2542
322518.87,1020168.06,33026.4993
322519.96,1020167.87,33025.7016
322521.04,1020167.95,33025.7935
322522.21,1020167.91,33025.4045
322523.47,1020167.67,33024.4955
322524.54,1020167.41,33023.5471
322525.81,1020167.27,33022.8829
322526.93,1020167.03,33021.3839
322527.91,1020166.58,33016.3634
322528.77,1020165.85,33007.5471
322529.64,1020165.33,32995.0005
322530.61,1020164.9,32983.3436
322531.31,1020164.81,32979.3078
322532.32,1020165.1,32970.2342
322533.22,1020165.59,32948.5433
322534.04,1020166.15,32936.478
322534.7,1020166.8,32933.8027
322535.47,1020167.31,32948.2194
322535.93,1020167.65,32951.9036
322536.19,1020168.2,32961.8986
322536.62,1020168.46,32951.6602
322536.43,1020168.31,32962.5731
322536.47,1020168.27,32959.9881
322536.34,1020168.3,32961.2502
322536.36,1020168.33,32959.6937
322536.37,1020168.25,32961.6655
322536.6,1020168.46,32965.9945
322537.12,1020168.98,32955.8721
322537.41,1020169.86,32964.6269
322537.78,1020170.53,32998.4627
322538.33,1020171.12,33052.7646
322538.95,1020171.34,33063.1267
322539.42,1020171.46,33066.6913
322539.71,1020170.82,33065.5714
322540.54,1020170.82,33064.9305
322541.24,1020170.72,33060.3148
322541.98,1020171.2,33051.8984
322542.28,1020171.25,33047.1307
322543.24,1020171.63,33042.9045
322543.36,1020171.23,33040.6235
322543.76,1020171.11,33037.2998
322544.18,1020170.81,33037.4212
322544.61,1020170.7,33038.898
322544.86,1020170.88,33040.9488
322545.17,1020170.1,33042.1571
322545.77,1020169.65,25999.9297
322546.32,1020168.66,26831.6902
322547.28,1020167.76,26833.6424
322547.02,1020167.77,28727.5024
322546.52,1020167.83,28727.7177
322546.58,1020167.85,28728.0394
322546.64,1020167.82,28727.7268
322546.62,1020167.84,28728.3003
322546.6,1020167.9,28728.638
322546.66,1020167.8,28729.5503
322546.67,1020167.72,28728.9064
322546.58,1020167.79,28729.1793
322546.64,1020167.84,28728.8954
322546.7,1020167.9,28729.1706
322546.69,1020167.85,28729.429
322546.66,1020167.84,28729.4043
322547.02,1020167.76,28729.5197
322547.55,1020167.49,28729.5825
322551.01,1020164.61,28728.8632
322551.94,1020164.02,28729.6549
322552.92,1020163.18,28730.1868
322553.07,1020162.02,28729.337
322553.36,1020160.82,28729.574
322553.56,1020159.77,28803.8044
322554.13,1020159.25,32521.9489
322554.97,1020158.58,32921.5578
322556.01,1020158.01,33026.719
322557.25,1020157.78,33034.4419
322558.48,1020158.15,33033.8757
322559.69,1020158.82,33021.8233
322560.91,1020159.01,33020.3964
322562.29,1020159.18,33017.4659
322563.56,1020159.23,33013.6948
322564.64,1020159.53,33013.1691
322565.66,1020159.75,33016.6744
322566.85,1020160.3,33021.0914
322568.08,1020160.91,33021.6466
322569.35,1020161.57,33021.0214
322570.82,1020162.14,33025.3242
322572.03,1020162.38,33029.5261
322573.42,1020162.63,33028.9378
322575.36,1020162.67,33026.6393
322577,1020163.05,33025.7664
322577.41,1020162.85,33026.9375
322578.18,1020162.96,33028.4034
322579.47,1020163.23,33029.4365
322580.44,1020163.63,33030.6412
322581.53,1020164.07,33031.1058
322582.77,1020164.75,33032.3068
322584.5,1020165.04,33034.07
322584.99,1020165.51,33034.6243
322586.02,1020166.29,33032.3658
322587.3,1020166.79,33029.0785
322588.63,1020166.88,33028.4658
322589.99,1020167.03,33030.195
322591.28,1020167.23,33032.8076
322592.31,1020167.43,33035.8664
322593.47,1020167.66,33039.2219
322594.81,1020167.99,33042.7365
322595.94,1020168.18,33053.8164
322597.15,1020168.35,33072.1252
322598.23,1020168.42,33085.2852
322599.27,1020169.01,33084.7104
322600.25,1020169.8,33071.2134
322601.44,1020170.23,33055.9828
322602.6,1020170.3,33046.8874
322603.32,1020170.24,33042.0601
322604.12,1020170.17,33039.4994
322604.79,1020170.25,33037.5621
322605.89,1020170.9,33035.2554
322607.12,1020171.32,33035.9272
322608.18,1020171.76,33036.3534
322609.2,1020172.07,33037.2148
322609.48,1020172.31,33038.6126
322609.44,1020172.23,33038.664
322633.76,1020169.07,28666.4079
322633.77,1020169.08,28666.4677
322633.76,1020169.06,28666.2967
322633.82,1020168.95,28666.9283
322633.98,1020169.25,28666.838
322634.54,1020170.2,28666.832
322634.86,1020170.75,28666.5242
322635.35,1020171.41,28666.6436
322636.38,1020172.48,25676.1062
322636.66,1020173.27,26776.0779
322637.18,1020174.21,26773.8746
322637.96,1020174.65,28628.1339
322638.37,1020174.75,28665.7102
322639.26,1020174.44,28665.8224
322639.73,1020175.17,28666.2592
322639.69,1020175.1,28666.0534
322639.56,1020175.19,28665.4988
322639.8,1020175.7,28665.4885
322640.59,1020174.93,28665.9504
322640.63,1020174.55,28665.2242
322641.09,1020174.32,28665.0913
322641.84,1020174.42,28665.1506
322641.65,1020173.99,28664.8612
322642.47,1020174.18,28666.0042
322642.5,1020173.58,28665.7088
322642.69,1020173.55,28665.2748
322642.52,1020173.55,28665.4664
322642.48,1020173.55,28665.8686
322642.47,1020173.57,28665.7473
322642.45,1020173.51,28665.7703
322642.47,1020173.51,28665.9751
322642.46,1020173.5,28666.1322
322642.47,1020173.5,28665.7024
322642.46,1020173.5,28666.0094
322642.47,1020173.5,28665.9829
322642.49,1020173.45,28666.1615
322642.49,1020173.46,28666.3519
322642.48,1020173.42,28666.2329
322642.61,1020173.48,28666.039
322643.62,1020173.89,28666.0935
322643.78,1020173.5,26156.5542
322644.43,1020173.49,28666.5455
322645.01,1020173.07,28666.1852
322645.7,1020173,28666.6095
322646.37,1020172.36,28666.4627
322646.96,1020171.98,28666.2726
322647.75,1020172.17,28665.9365
322648.55,1020172.44,28666.3015
322648.93,1020171.95,28665.8927
322649.64,1020171.93,28666.0993
322649.64,1020171.88,28665.6995
